credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default,Default_Prob_Logistic_Regression,Expected_Loss_Logistic_Regression,Default_Prob_Decision_Tree,Expected_Loss_Decision_Tree,Default_Prob_Random_Forest,Expected_Loss_Random_Forest
1,3197.668552,8038.248905,78495.47252,5,697,0,1.2914839825575626e-08,3.716763944792431e-05,0.0,0.0,0.0,0.0
5,2839.99453,16392.69981,62035.62379,5,586,1,0.9999793688613492,2555.9423439111756,1.0,2555.995077,1.0,2555.995077
5,4221.93606,20144.70661,76936.18902,3,591,1,0.9999996573889233,3799.7411521661465,1.0,3799.742454,1.0,3799.742454
1,3988.808926,8479.78167,72875.95874,5,653,0,1.3617336885805025e-07,0.0004888525942660331,0.0,0.0,0.0,0.0
1,1562.127513,3587.321235,37686.81372,5,597,0,3.0773782924777397e-06,0.004326531568729594,0.0,0.0,0.0,0.0
3,5406.961466,20433.26019,86147.93438,3,656,1,0.9848864161030366,4792.718610230364,1.0,4866.2653193999995,0.99,4817.602666205999
0,2603.007495,458.0638439,45806.38439,5,646,0,2.810506466452926e-10,6.584192457230639e-07,0.0,0.0,0.0,0.0
0,1886.109915,1410.430565,32285.53374,4,523,0,5.09369003489891e-07,0.0008646533350883577,0.0,0.0,0.005,8.487494617500001
5,5767.993379,28883.24516,94812.85348,3,695,1,0.9999999767624853,5191.193920469552,1.0,5191.1940411,1.0,5191.1940411
2,4780.212508,10713.96048,69466.18951,3,628,0,0.006233539723326272,26.817880099103192,0.0,0.0,0.015,64.532868858
0,1745.385545,953.1473099,33746.45935,4,685,0,1.1168465228184526e-08,1.754394999219756e-05,0.0,0.0,0.005,7.8542349525000015
0,3868.654494,7436.695026,79163.59584,4,705,0,6.02574236535448e-10,2.0980363753273316e-06,0.0,0.0,0.0,0.0
4,3889.452505,14572.86442,58593.22685,2,682,1,0.9999007182850348,3500.1597181365255,1.0,3500.5072545000003,1.0,3500.5072545000003
0,3939.776134,606.4100959,60641.00959,5,584,0,6.949397119443776e-11,2.4641162025185645e-07,0.0,0.0,0.0,0.0
5,3308.441678,18042.03529,60513.88204,4,552,1,0.999999698628204,2977.596612836091,1.0,2977.5975102,1.0,2977.5975102
1,4079.850353,4133.20063,51981.98545,6,683,0,1.2995149469335173e-08,4.771643863477938e-05,0.0,0.0,0.0,0.0
0,7470.022096,6901.98925,88463.89193,3,723,0,3.182776348807348e-10,2.1397868686995383e-06,0.0,0.0,0.0,0.0
0,4035.226261,4648.105394,61502.38967,6,662,0,9.20612041764741e-11,3.34339009840972e-07,0.0,0.0,0.0,0.0
0,4838.88594,9495.333647,80534.38104,4,532,0,8.998549082350135e-08,0.00039188657371485577,0.0,0.0,0.0,0.0
5,2902.965756,14383.48252,47051.7909,5,565,1,0.9999949208011892,2612.655910133806,1.0,2612.6691804,1.0,2612.6691804
1,5654.331315,9699.169159,101537.3788,8,668,0,7.948659794812827e-12,4.044992039108248e-08,0.0,0.0,0.0,0.0
4,3639.368653,13737.13905,64090.67222,7,676,0,0.22430602871528532,734.6990966267945,0.0,0.0,0.14,458.5604502780001
5,1958.928726,8228.75252,26648.43525,2,572,1,0.9999998123084571,1763.0355224930806,1.0,1763.0358534000002,1.0,1763.0358534000002
1,2306.491431,3870.296318,39515.26382,6,497,0,3.4983860576670333e-06,0.007262097717904996,0.0,0.0,0.02,41.516845758
5,7027.3671,35406.58482,106080.8378,5,693,1,0.9999999849814785,6324.630295013403,1.0,6324.63039,1.0,6324.63039
0,3612.747893,5915.341718,60362.6438,3,718,0,2.3122599740641972e-08,7.518251114431798e-05,0.0,0.0,0.0,0.0
1,5842.526554,6373.955421,83393.50296,7,620,0,1.7203620413900296e-10,9.046134818383406e-07,0.0,0.0,0.0,0.0
0,3475.050977,4918.029486,65916.99082,3,562,0,6.514397452771484e-08,0.00020374076909537872,0.0,0.0,0.0,0.0
1,5217.512608,7536.433399,93385.34623,7,706,0,1.3908054862577716e-11,6.530890643842945e-08,0.0,0.0,0.0,0.0
0,3816.279234,8307.70877,66697.11563,4,654,0,3.740435718721282e-08,0.00012847092443521102,0.0,0.0,0.0,0.0
4,4473.086801,17921.78682,75332.02695,1,695,1,0.9999762978343121,4025.6827012399563,1.0,4025.7781209000004,0.98,3945.2625584820003
0,4860.529853,4246.570068,68839.9802,6,701,0,7.889322664468928e-12,3.4511659497540654e-08,0.0,0.0,0.0,0.0
5,3189.327566,15784.919,58164.72593,2,637,1,0.9999997634528621,2870.394130416323,1.0,2870.3948094,0.98,2812.986913212
2,2666.307024,8072.653535,48915.57337,4,700,0,0.0010481238047687154,2.5151578764087876,0.0,0.0,0.0,0.0
1,4147.791069,5614.281863,62339.2059,5,669,0,5.388424975012578e-08,0.00020115054888600347,0.0,0.0,0.0,0.0
0,6538.145623,1021.466857,99280.38972,3,619,0,1.3489273399987138e-12,7.937535045381862e-09,0.0,0.0,0.0,0.0
0,4116.054732,2068.369948,45670.01343,5,673,0,8.122779027916164e-10,3.009042274936022e-06,0.0,0.0,0.0,0.0
0,3133.909993,3137.966349,53807.86808,4,679,0,2.256703981134272e-09,6.365076441947621e-06,0.0,0.0,0.0,0.0
1,4737.029239,8583.916768,76061.27012,5,728,0,2.0197131846210807e-08,8.610696368949479e-05,0.0,0.0,0.0,0.0
0,5472.179581,7620.65643,90381.26612,3,600,0,4.079546468044422e-09,2.009160979395602e-05,0.0,0.0,0.0,0.0
0,3791.485094,2115.226372,53789.84626,2,723,0,1.3145908354607367e-08,4.485826401622551e-05,0.0,0.0,0.0,0.0
1,2386.946125,4504.814889,40451.55897,6,712,0,8.379324342669168e-08,0.00018000896192867108,0.0,0.0,0.0,0.0
5,6388.812678,26125.76738,92066.09971,2,622,1,0.9999999929414496,5749.93136961382,1.0,5749.931410200001,1.0,5749.931410200001
0,1549.688808,1558.003946,27049.57468,6,665,0,3.0065606983337677e-09,4.193310118302454e-06,0.0,0.0,0.0,0.0
2,3968.778489,9360.604758,59476.77818,5,594,0,0.0006645641958998128,2.373757276722083,0.0,0.0,0.0,0.0
4,4010.498899,19460.50487,88767.96147,6,627,1,0.8852814251214877,3195.37816267939,1.0,3609.4490091000002,0.945,3410.9293135995003
0,2962.209515,5769.658115,59960.12244,3,623,0,1.311437576255788e-07,0.00034962775800420897,0.0,0.0,0.0,0.0
3,5519.059176,24669.50608,109726.5743,4,583,1,0.9628303913985636,4782.526115921923,0.0,0.0,0.725,3601.18611234
0,5047.954915,6863.730333,76614.1146,5,614,0,6.172177701155413e-10,2.804118728652078e-06,0.0,0.0,0.0,0.0
0,3956.921035,1353.270704,63685.52991,5,499,0,3.9778115499916354e-10,1.416589757588507e-06,0.0,0.0,0.0,0.0
1,6289.484316,9757.771782,87412.06916,6,737,0,1.1010836830590942e-09,6.2327236996833194e-06,0.0,0.0,0.0,0.0
0,4409.843851,5460.554717,64576.46929,3,596,0,7.540674897078011e-08,0.00029927878944542574,0.0,0.0,0.0,0.0
2,5683.94371,10531.05055,81126.84836,7,604,0,8.877624940141582e-07,0.0045413928394431174,0.0,0.0,0.01,51.15549339
0,4692.207505,4082.288669,83065.76976,3,558,0,1.377440826335211e-09,5.816914364721132e-06,0.0,0.0,0.0,0.0
5,4920.294651,17406.81398,66058.94542,3,628,1,0.9999989495135859,4428.260534067585,1.0,4428.265185900001,1.0,4428.265185900001
5,3496.384573,14062.79318,51086.31776,3,608,1,0.9999990284036034,3146.743058332813,1.0,3146.7461157,1.0,3146.7461157
0,2501.736735,3686.75667,71880.12904,5,749,0,5.3447614150521514e-12,1.2034067374661895e-08,0.0,0.0,0.0,0.0
1,3241.447256,8904.416119,74355.60049,6,543,0,2.0990735971816078e-07,0.0006123632716553734,0.0,0.0,0.005,14.586512652
5,6540.392701,23367.12711,80466.548,2,695,1,0.9999999603226439,5886.353197345059,1.0,5886.3534309,1.0,5886.3534309
1,2848.046243,5071.224728,55502.12971,5,628,0,2.443215218834177e-07,0.0006262550932356989,0.0,0.0,0.0,0.0
0,4618.256014,3616.153139,77387.99802,4,672,0,5.0592595903095076e-11,2.1028460426400654e-07,0.0,0.0,0.0,0.0
1,2947.693816,4190.79054,54694.32051,5,629,0,1.2560075174336782e-07,0.0003332093032789889,0.0,0.0,0.0,0.0
4,2372.18101,9338.682829,42111.1413,5,715,1,0.8282747863786568,1768.3359473783307,1.0,2134.962909,0.85,1814.7184726499997
1,10006.51554,16251.28916,132504.235,5,670,0,2.143836250452347e-09,1.930709767983007e-05,0.0,0.0,0.0,0.0
1,4953.102139,8275.746705,88152.76723,6,683,0,6.49013716054395e-10,2.893168102706426e-06,0.0,0.0,0.0,0.0
0,4452.071629,6721.696012,64928.97529,3,804,0,4.081296662572198e-09,1.635320257287306e-05,0.0,0.0,0.0,0.0
4,5425.211183,16677.23006,78000.93479,7,738,0,0.09316944268254848,454.9175121197156,0.0,0.0,0.205,1000.9514632635
1,3692.192911,6227.510502,64364.64003,7,656,0,2.4254921382035346e-09,8.059846390525192e-06,0.0,0.0,0.0,0.0
5,2121.832986,12028.5482,42217.46357,3,614,1,0.9999985852093608,1909.646985645498,1.0,1909.6496874,0.99,1890.5531905260002
0,5847.917833,2796.23702,92828.22714,5,678,0,2.1459441014745168e-13,1.1294374301670592e-09,0.0,0.0,0.0,0.0
0,3889.174254,3088.913006,65445.15951,3,677,0,1.4980323041628009e-09,5.243497802109236e-06,0.0,0.0,0.0,0.0
0,2467.918634,2086.381692,47280.38135,3,528,0,3.010476222909188e-07,0.000668664933095837,0.0,0.0,0.0,0.0
1,3627.466867,7877.144161,76768.24499,5,629,0,5.8580930887921925e-08,0.00019125034725055832,0.0,0.0,0.0,0.0
0,5204.224599,5528.201971,106426.3955,4,607,0,4.355820458645886e-12,2.0401801181741145e-08,0.0,0.0,0.0,0.0
1,5506.402021,6676.960279,87948.59295,5,604,0,4.260014064379304e-09,2.1111615048227963e-05,0.0,0.0,0.0,0.0
0,3327.507213,3768.885184,61791.67457,6,719,0,1.2527363036531904e-11,3.751640177753654e-08,0.0,0.0,0.0,0.0
5,4337.961073,20574.34067,64325.72944,3,578,1,0.9999999834498836,3904.1649010856154,1.0,3904.1649657000003,1.0,3904.1649657000003
0,6769.018957,3353.974162,98358.51469,1,632,0,3.5422045826829974e-10,2.1579524972778135e-06,0.0,0.0,0.0,0.0
0,5197.629336,5718.087858,75823.18402,5,588,0,4.1862812762403647e-10,1.9582864533120993e-06,0.0,0.0,0.0,0.0
3,5407.875156,12770.20425,76351.61054,4,559,0,0.29790478375510526,1449.9286910305075,0.0,0.0,0.21,1022.0884044840001
0,5057.805192,5153.869131,95535.63461,5,612,0,3.780305400324862e-12,1.7208043452997854e-08,0.0,0.0,0.0,0.0
3,5737.754755,17009.67596,81150.56651,5,591,0,0.44022296251067655,2273.3022567652392,0.0,0.0,0.21,1084.4356486949998
0,4949.023363,6829.779719,95157.01,5,641,0,1.0673470608118626e-11,4.754092986348561e-08,0.0,0.0,0.0,0.0
1,4039.261018,8923.309898,75535.88899,6,662,0,1.8078226776280958e-08,6.572040902279594e-05,0.0,0.0,0.0,0.0
0,3807.241612,5534.72001,75095.00116,4,621,0,1.1479933129006175e-09,3.93361912005567e-06,0.0,0.0,0.0,0.0
0,3956.154042,1110.809204,52877.89654,5,666,0,9.850133689127023e-11,3.5071781587632226e-07,0.0,0.0,0.0,0.0
5,2943.299109,11209.823,43400.91984,5,516,1,0.9999820218775418,2648.9215746073687,1.0,2648.9691981,0.98,2595.989814138
0,6958.451281,7224.985962,86528.67477,3,587,0,8.208782179868074e-09,5.1408369787457673e-05,0.0,0.0,0.0,0.0
5,2601.623728,12394.74502,48670.16328,8,639,1,0.9668109409536674,2263.7504560275615,1.0,2341.4613552,0.945,2212.680980664
1,3173.225857,7230.703665,83376.68271,5,609,0,1.3354370527932563e-08,3.8138790476874915e-05,0.0,0.0,0.0,0.0
5,5538.396003,26810.91121,96595.37797,3,592,1,0.9999999698796087,4984.55625256321,1.0,4984.5564027,1.0,4984.5564027
0,5061.906668,6462.326653,95197.20504,3,705,0,7.385536009137116e-11,3.3646404574264746e-07,0.0,0.0,0.0,0.0
0,2081.829809,2250.426095,32179.18445,4,637,0,1.26067646037469e-07,0.0002362062451241373,0.0,0.0,0.0,0.0
0,4437.674652,3868.291194,64836.4638,6,601,0,7.963184328667563e-11,3.1804219120078515e-07,0.0,0.0,0.0,0.0
0,5897.89174,7429.617185,84017.84767,6,626,0,3.692686584021272e-11,1.9601159132077092e-07,0.0,0.0,0.0,0.0
1,4089.740547,6989.563041,76038.20672,5,603,0,5.0594326360747244e-08,0.00018622590116912908,0.0,0.0,0.0,0.0
0,2692.019959,498.832096,49883.2096,6,653,0,2.0584699591675313e-11,4.987297993572819e-08,0.0,0.0,0.0,0.0
0,5321.761139,4313.335852,100136.3171,7,656,0,9.635477648007254e-15,4.614993945258132e-11,0.0,0.0,0.0,0.0
0,4712.227049,3284.046031,75604.86244,5,651,0,1.366683608741906e-11,5.7961111216846884e-08,0.0,0.0,0.0,0.0
0,2924.247943,3355.670295,58074.72478,6,730,0,1.3708482096289797e-11,3.607830051455499e-08,0.0,0.0,0.0,0.0
5,6383.483031,33554.64978,95897.73625,5,609,1,0.9999999975477067,5745.134713811244,1.0,5745.1347279,1.0,5745.1347279
0,4988.876343,5340.958852,69159.78463,5,624,0,5.159189942056647e-10,2.3164704585872953e-06,0.0,0.0,0.0,0.0
1,4951.831542,9411.621029,75306.44437,2,668,0,3.0520843773332555e-05,0.1360206691967182,0.0,0.0,0.0,0.0
0,1727.582145,2543.828264,37598.10274,3,607,0,5.965099081223242e-07,0.0009274678799289462,0.0,0.0,0.0,0.0
5,4981.683281,21408.62267,68945.14754,4,618,1,0.9999997780745307,4483.51395789384,1.0,4483.5149529,1.0,4483.5149529
2,5658.445065,10867.19012,76499.93686,4,654,0,0.00021112448699037384,1.075172680360204,0.0,0.0,0.0,0.0
1,2925.874109,5668.033407,46090.89558,5,660,0,1.3514026433330377e-06,0.003558630604466067,0.0,0.0,0.0,0.0
3,6336.538432,16101.75326,84304.89524,7,562,0,0.01018292038624787,58.072019739710335,0.0,0.0,0.05,285.14422944000006
2,3853.255375,10686.19585,71544.66974,4,661,0,0.0003603545218065196,1.2496841982508737,0.0,0.0,0.0,0.0
0,3585.838879,4380.870594,66864.54125,5,633,0,2.5744028437373067e-10,8.308254426553257e-07,0.0,0.0,0.005,16.1362749555
0,5349.925865,5002.645941,72511.1314,3,614,0,8.268106817687655e-09,3.9810382666677025e-05,0.0,0.0,0.0,0.0
0,7424.391347,10331.64101,101180.488,3,712,0,8.155095849647291e-10,5.449196075406927e-06,0.0,0.0,0.0,0.0
1,3144.663196,4437.849131,58565.82257,8,592,0,8.154983740837573e-10,2.3080209510411286e-06,0.0,0.0,0.0,0.0
2,3416.506228,8237.930208,72358.15452,8,674,0,2.2736018734823927e-08,6.990997464670556e-05,0.0,0.0,0.005,15.374278026
0,4470.998855,704.1957595,70419.57595,3,663,0,8.96931486741137e-11,3.6091616852097635e-07,0.0,0.0,0.0,0.0
3,3766.578419,9984.926803,53539.50183,4,685,0,0.16638618598200866,564.0359556055987,0.0,0.0,0.18,610.185703878
4,1931.780443,6796.764525,26939.43501,1,682,1,0.9999407465946587,1738.4993805873426,1.0,1738.6023987,0.985,1712.5233627195003
0,3661.29054,5818.826164,80730.48316,2,623,0,1.628388437909962e-08,5.365802864848609e-05,0.0,0.0,0.005,16.475807430000003
0,4664.36972,3407.726739,76857.15238,6,585,0,7.446363882406717e-12,3.125933479547958e-08,0.0,0.0,0.0,0.0
1,4775.48397,9987.89296,83169.102,4,752,0,6.924916593793238e-08,0.0002976284536852195,0.0,0.0,0.0,0.0
1,1917.65248,3050.248203,30611.62821,6,757,0,5.827241900948478e-08,0.00010057162394622387,0.0,0.0,0.0,0.0
0,2139.727704,3796.836045,35759.85668,2,698,0,2.7122469904675123e-06,0.005223123023034564,0.0,0.0,0.0,0.0
0,3281.568882,6447.096241,63042.43756,3,644,0,9.244845021315536e-08,0.00027303836166775523,0.0,0.0,0.0,0.0
0,2840.701321,4164.006692,46018.85399,2,675,0,8.851706051406258e-07,0.002263054776600011,0.0,0.0,0.0,0.0
0,3919.547922,1324.917643,56186.86699,3,600,0,7.576076621570193e-09,2.672531584108941e-05,0.0,0.0,0.0,0.0
1,1719.715333,2798.636762,28383.11892,5,609,0,6.9456219064735716e-06,0.010750043240804964,0.0,0.0,0.005,7.738718998500001
2,2823.802306,8406.342618,60689.2242,6,617,0,2.312337953113239e-05,0.05876626719827237,0.0,0.0,0.0,0.0
0,5629.390479,6175.865592,94050.09383,5,713,0,1.880141167376049e-12,9.525643908122408e-09,0.0,0.0,0.0,0.0
0,3224.092951,3204.11357,77522.66086,4,662,0,3.7966882261910264e-11,1.1016788172486465e-07,0.0,0.0,0.0,0.0
0,4620.010036,2540.406445,73255.78316,4,712,0,1.9133832263497403e-11,7.955864737604873e-08,0.0,0.0,0.0,0.0
0,3855.075352,2826.597541,54263.48322,4,691,0,1.2874980521496035e-09,4.467061805930952e-06,0.0,0.0,0.0,0.0
4,6250.453205,21686.54077,90311.61507,5,690,1,0.9884465168063293,5560.4148290488865,1.0,5625.4078845,0.98,5512.89972681
0,4349.714431,6729.851508,95528.83494,4,691,0,1.933562660491734e-11,7.569400866825284e-08,0.0,0.0,0.0,0.0
5,4327.131554,28223.46064,82012.12086,4,594,1,0.9999999966154967,3894.4183854193275,1.0,3894.4183986,1.0,3894.4183986
0,4443.194436,3860.940688,77640.93309,5,705,0,5.489891664437549e-12,2.1953390487904527e-08,0.0,0.0,0.0,0.0
2,2606.710153,6270.04281,50956.54914,8,667,0,2.343700541216255e-07,0.0005498413196742007,0.0,0.0,0.0,0.0
2,4757.342824,13307.54877,85505.56553,8,780,0,2.728886746675276e-08,0.00011684024803623898,0.0,0.0,0.0,0.0
0,3895.483296,7012.244898,80860.68421,2,564,0,1.490947080406367e-07,0.0005227163502248674,0.0,0.0,0.0,0.0
1,4833.15062,6278.510634,70843.14832,6,607,0,1.1799420904299409e-08,5.1325540613330084e-05,0.0,0.0,0.0,0.0
1,3453.614767,9695.778957,76066.60591,5,603,0,5.753077081427048e-07,0.0017882020767695142,0.0,0.0,0.0,0.0
0,4796.911329,1229.567876,81040.76678,2,634,0,2.0013852129893156e-10,8.640420661693373e-07,0.0,0.0,0.0,0.0
1,2883.717988,6490.596506,59971.17785,5,624,0,4.1578021094687855e-07,0.0010790935860257535,0.0,0.0,0.0,0.0
0,5693.56837,5533.752228,78470.97551,3,580,0,8.55017980918762e-09,4.381292998746295e-05,0.0,0.0,0.0,0.0
4,3054.480896,12055.58292,56080.55552,6,639,1,0.7626056175727671,2096.4278610524693,1.0,2749.0328064,0.92,2529.110181888
1,5016.329766,8835.768003,74206.08178,4,623,0,1.5948053782589672e-06,0.007200062720943611,0.0,0.0,0.0,0.0
0,4266.412769,5010.168788,57012.14677,5,657,0,1.9233515249811403e-09,7.385230354909643e-06,0.0,0.0,0.0,0.0
5,4022.968374,14623.97896,53127.20865,3,604,1,0.9999992308449185,3620.668751742089,1.0,3620.6715366000003,0.995,3602.5681789170003
1,2785.3958,5334.194572,53732.22751,6,683,0,2.6020472359143196e-08,6.52295829808562e-05,0.0,0.0,0.0,0.0
3,3839.602971,17367.95517,82373.57264,6,629,0,0.06104984977845881,210.9664661296267,0.0,0.0,0.18,622.015681302
1,3872.961434,7135.620825,62811.80782,6,661,0,3.941835048600771e-08,0.0001373991761017827,0.0,0.0,0.0,0.0
0,5427.680397,7541.800226,96338.40587,4,648,0,8.466553966074084e-11,4.1358374092622623e-07,0.0,0.0,0.0,0.0
0,2057.848768,2166.908907,46795.42462,5,596,0,2.8209490635412295e-09,5.224577899499165e-06,0.0,0.0,0.0,0.0
1,3192.885915,8889.676749,77066.94195,5,663,0,7.081652006785426e-08,0.00020349816252657004,0.0,0.0,0.0,0.0
3,4890.724723,12393.45795,68991.47452,4,496,1,0.7977398220226942,3511.3732830792096,1.0,4401.6522507,0.46,2024.7600353220005
0,1709.248658,2278.976842,37048.08442,6,652,0,1.1395924824768671e-09,1.753062229206426e-06,0.0,0.0,0.0,0.0
0,2647.211885,2991.811639,54473.93072,3,568,0,8.276741655177264e-08,0.00019719259990793844,0.0,0.0,0.0,0.0
1,3867.63169,4754.262315,60223.11652,7,711,0,4.834933495135119e-10,1.6829767804344344e-06,0.0,0.0,0.0,0.0
1,3438.165737,6899.967887,95771.69288,7,580,0,5.074788632176887e-11,1.57031679579009e-07,0.0,0.0,0.0,0.0
3,6126.363508,15300.20191,78747.96457,3,607,1,0.8663342664567598,4776.730772175578,1.0,5513.727157200001,0.885,4879.6485341220005
1,3938.693904,9092.32356,74825.69455,3,650,0,5.788383164901468e-06,0.020518802537052277,0.0,0.0,0.0,0.0
1,4855.180207,9399.499502,82715.81505,4,645,0,3.472917050480999e-07,0.001517547431164335,0.0,0.0,0.0,0.0
0,4742.798051,5003.561943,77675.93615,4,646,0,2.826519081951364e-10,1.2065048273693915e-06,0.0,0.0,0.0,0.0
1,3097.726306,5869.772482,46601.89065,5,746,0,2.844853814873487e-07,0.000793132064915225,0.0,0.0,0.0,0.0
2,1921.112282,6668.391556,51563.58124,7,674,0,1.4579718112411653e-06,0.0025208347980466696,0.0,0.0,0.0,0.0
5,5056.613926,18331.38783,61694.83743,3,599,1,0.9999998875413851,4550.952021606182,1.0,4550.9525334,1.0,4550.9525334
5,5357.096944,21218.0669,74495.72041,4,546,1,0.9999998155483607,4821.386360287218,1.0,4821.3872496,1.0,4821.3872496
0,4148.064586,5942.018805,81381.45292,2,639,0,1.2169586910316128e-08,4.543220924003834e-05,0.0,0.0,0.0,0.0
0,4782.550372,2962.051911,74186.05638,2,572,0,1.1713985372982635e-08,5.04204525928446e-05,0.0,0.0,0.0,0.0
0,3753.984166,5483.691355,59516.9924,3,652,0,6.567108211973591e-08,0.0002218753821974169,0.0,0.0,0.0,0.0
4,7245.285936,26822.23894,101164.314,1,509,1,0.9999999781220106,6520.7571997389405,1.0,6520.7573424,1.0,6520.7573424
1,2283.332344,3302.191188,38921.25071,5,621,0,1.2321725009750055e-06,0.0025321133923772413,0.0,0.0,0.0,0.0
0,3764.538964,2792.463944,50872.96802,3,634,0,4.067592464101116e-08,0.0001378134928870328,0.0,0.0,0.0,0.0
5,5359.113941,22886.82158,83477.58338,3,640,1,0.9999997679813214,4823.201427826919,1.0,4823.2025469,1.0,4823.2025469
0,6064.400513,1144.970524,114497.0524,8,677,0,4.276497424339712e-18,2.3340953856608034e-14,0.0,0.0,0.0,0.0
0,4163.306745,8574.849069,86658.99716,4,647,0,1.285125139013207e-09,4.815333143480473e-06,0.0,0.0,0.0,0.0
0,2305.900355,2970.03859,43285.8533,4,664,0,1.798914841580454e-08,3.733306534633624e-05,0.0,0.0,0.0,0.0
0,4174.547227,4019.051054,86591.42939,3,574,0,4.770487695045014e-10,1.7923163560909004e-06,0.0,0.0,0.0,0.0
5,6236.903099,29520.05665,92466.90909,4,659,1,0.9999999765796316,5613.212657636489,1.0,5613.2127891,0.995,5585.146725154501
1,2352.034652,3624.853665,35401.96614,6,796,0,1.927785178398965e-08,4.080795787085731e-05,0.0,0.0,0.0,0.0
1,3478.487746,7745.9511,70838.05769,6,737,0,3.425188520485735e-09,1.0723028666624549e-05,0.0,0.0,0.0,0.0
4,6720.829949,17136.66874,76042.71443,6,603,1,0.9496338700253713,5744.09497882616,1.0,6048.7469541,0.875,5292.653584837501
0,3046.29269,5272.233047,61749.06676,2,608,0,4.5911101881174913e-07,0.0012587278864542157,0.0,0.0,0.0,0.0
1,4065.937986,7675.379066,68840.25379,5,668,0,1.0528785500381193e-07,0.00038528450021201315,0.0,0.0,0.0,0.0
1,1172.733329,1552.614183,16980.31489,5,722,0,2.1107836779069827e-06,0.0022278477324516473,0.0,0.0,0.015,15.8318999415
0,3756.43903,5831.582025,62142.42978,3,581,0,2.1565566359558283e-07,0.0007290876165938978,0.0,0.0,0.0,0.0
5,1667.735536,8230.847171,33281.87949,5,578,1,0.9998567976907792,1500.7470411780675,1.0,1500.9619824,0.975,1463.43793284
4,5229.536411,21262.72866,107196.3664,7,653,0,0.1219515905443916,573.9752548181333,0.0,0.0,0.435,2047.3635049065
